"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*0505j*","J.T. Hassell","(N/A)","DB","3297","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d6b*","Dominique Hatfield","(N/A)","DB","3300","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d06*","Rickey Hatley","(N/A)","DL","3301","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04p01*","Albert Havili","(N/A)","DL","3303","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0617p*","Brad Hawkins","NE","DB","3304","FA","24","NE 23<br/>@BUF 35 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*040sx*","Josh Hawkins","DET","DB","3306","FA","30","DET 20<br/>@GB 16 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*0616c*","Tayler Hawkins","SF","DB","3307","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*013uj*","David Hawthorne","(N/A)","LB","3308","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zs0*","D.J. Hayden","(N/A)","DB","3310","FA","32","Bye","500,000","9th","0","0","","0%","1","0","0","0"
"*005ef*","Nick Hayden","(N/A)","DL","3311","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rq6*","Daelin Hayes","BAL","DL,LB","3312","FA","24","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","1","0","0","0"
"*04cn0*","Gump Hayes","(N/A)","DB","3313","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05023*","Jay Hayes","(N/A)","DL","3314","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zyh*","Tae Hayes","CAR/NE","DB","3315","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","0","0","","0%","0","0","0","0"
"*005c7*","William Hayes","(N/A)","DL","3316","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04mqi*","James Hearns","(N/A)","DL,LB","3319","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040uw*","Joel Heath","DET","DL","3321","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jhw*","Jeff Hector","(N/A)","DB","3322","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03okw*","Ben Heeney","(N/A)","LB","3323","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04crs*","Cody Heiman","(N/A)","LB","3325","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jla*","Amari Henderson","(N/A)","DB","3329","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*012bw*","Erin Henderson","(N/A)","LB","3331","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cyf*","Roderick Henderson","(N/A)","DL","3333","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04tey*","Zaycoven Henderson","(N/A)","DL","3334","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050ek*","Dewayne Hendrix","(N/A)","LB","3335","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040vp*","A.J. Hendy","(N/A)","DB","3336","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0611b*","Matt Henningsen","DEN","DL","3339","FA","23","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04cr5*","Daniel Henry","(N/A)","DB","3340","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040n9*","Traveon Henry","(N/A)","DB","3343","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040hf*","Willie Henry","NYG","DL","3344","FA","29","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04is7*","Jimmy Herman","(N/A)","LB","3347","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040sl*","Darreon Herring","(N/A)","LB","3351","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05ry6*","Malik Herring","KC","DL","3352","FA","25","KC 31<br/>@LV 13 F","500,000","1st","0","0","8","0%","0","0","0","0"
"*02aeb*","Mark Herzlich","(N/A)","LB","3355","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04chn*","Treyvon Hester","(N/A)","DL","3356","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040pl*","Calvin Heurtelou","(N/A)","DL","3358","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05ucp*","Jarrod Hewitt","SEA","DL","3359","FA","25","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*061dk*","Clarence Hicks","(N/A)","LB","3363","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0612h*","Elijah Hicks","CHI","DB","3364","FA","23","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*06127*","Faion Hicks","DEN","DB","3365","FA","25","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04arx*","Forrest Hightower","(N/A)","DB","3370","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04578*","Lee Hightower","(N/A)","DB","3372","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jua*","Will Hill III","(N/A)","DB","3376","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpi*","Alvin Hill","(N/A)","DB","3377","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060kl*","Daxton Hill","CIN","DB","3381","SNLR","22","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*04cdq*","Delano Hill","(N/A)","DB","3382","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04okf*","Holton Hill","CIN","DB","3383","FA","26","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*04d2q*","Jaylen Hill","(N/A)","DB","3384","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zu3*","Jordan Hill","(N/A)","DL","3386","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jgf*","Lavert Hill","CLE","DB","3390","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061h3*","Nijuel Hill","(N/A)","DB","3391","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01d23*","Sammie Hill","(N/A)","DL","3392","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040sa*","Darius Hillary","(N/A)","DB","3396","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rsk*","Justin Hilliard","NYG/KC","LB","3397","FA","26","KC 31<br/>@LV 13 F","500,000","9th","0","0","8","0%","2","0","0","0"
"*05rtd*","Anthony Hines","(N/A)","LB","3402","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04p02*","DJuan Hines","(N/A)","LB","3403","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0613n*","Kurt Hinish","HOU","DL","3404","FA","23","HOU 32<br/>@IND 31 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*061d0*","Christopher Hinton","MIA/ATL/LAC","DL","3405","FA","22","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","8","0%","0","0","0","0"
"*05rxt*","Darius Hodge","MIA","DL,LB","3408","FA","24","Bye","500,000","9th","0","0","","0%","4","0","0","0"
"*04oqa*","Alijah Holder","(N/A)","DB","3418","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05041*","Alijah Holder","DEN","DB","3419","FA","27","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04mqm*","Jeff Holland","(N/A)","LB","3423","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*058lc*","Jordan Holland","(N/A)","DB","3424","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04q2m*","Nate Holley","(N/A)","DB","3425","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03oo0*","Gerod Holliman","(N/A)","DB","3427","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d0m*","Deon Hollins","(N/A)","LB","3429","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zwb*","Ka'dar Hollman","ATL/SF/MIA","DB","3430","FA","28","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*04p17*","Tyrin Holloway","(N/A)","DB","3431","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0612j*","Christian Holmes","WAS","DB","3434","FA","25","DAL 6<br/>@WAS 26 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04ds3*","Daquan Holmes","(N/A)","DB","3435","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061jd*","Jayln Holmes","NYG","DL","3438","FA","0","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*040iy*","Tyrone Holmes","(N/A)","LB","3439","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04chi*","Joshua Holsey","(N/A)","DB","3441","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d2m*","Tevin Homer","(N/A)","DB","3445","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061dj*","Delonte Hood","DEN","DB","3446","FA","22","LAC 28<br/>@DEN 31 F","500,000","9th","0","0","9","0%","0","0","0","0"
"*01czr*","Ziggy Hood","(N/A)","DL","3448","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ozz*","Lavon Hooks","(N/A)","DL","3449","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04csl*","Larry Hope","(N/A)","DB","3451","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0617e*","Timothy Horne","ATL","DL","3456","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04ckh*","Justin Horton","(N/A)","LB","3457","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050el*","Tyler Horton","(N/A)","DB","3458","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04sxz*","Ro'Derrick Hoskins","(N/A)","LB","3460","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026wc*","Davon House","(N/A)","DB","3462","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jfq*","John Houston Jr.","(N/A)","LB","3464","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jua*","Jameson Houston","(N/A)","DB","3468","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01tmp*","Lamarr Houston","(N/A)","LB","3469","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04om8*","A.J. Howard","(N/A)","DB","3472","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rsr*","Eli Howard","(N/A)","DL","3475","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jb2*","Jaye Howard","(N/A)","DL","3476","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*044en*","Ra'Zahn Howard","(N/A)","DL","3477","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050gx*","Reggie Howard","(N/A)","DL","3478","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040r6*","Tracy Howard","(N/A)","DB","3480","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rrx*","Wyatt Hubert","CIN","DL","3484","FA","24","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*03cg4*","Marqueston Huff","(N/A)","DB","3489","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02ja5*","John Hughes III","(N/A)","DL","3490","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ol9*","Mike Hughes","(N/A)","DL","3492","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zvl*","Montori Hughes","(N/A)","DL","3493","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ory*","Naashon Hughes","(N/A)","LB","3494","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ca*","Andrzej Hughes-Murray","(N/A)","LB","3495","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040vs*","Farrington Huguenin","(N/A)","LB","3496","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ozh*","Mike Hull","(N/A)","LB","3497","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01lqg*","Ramon Humber","(N/A)","LB","3498","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cs9*","Chris Humes","(N/A)","DB","3499","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061c3*","Jake Hummel","LAR","LB","3500","FA","24","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*04ou2*","Myles Humphrey","(N/A)","LB","3501","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04p0p*","Manase Hungalu","(N/A)","LB","3503","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040w7*","Michael Hunter","(N/A)","DB","3507","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ola*","Reggie Hunter","(N/A)","LB","3509","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0300t*","Demontre Hurst","(N/A)","DB","3513","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04osb*","Lord Hyeamang","(N/A)","DL","3516","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rix*","J.T. Ibe","(N/A)","DB","3518","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04103*","Drew Iddings","(N/A)","DL","3519","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03onc*","Martin Ifedi","(N/A)","DL","3521","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jfa*","Duke Ihenacho","(N/A)","DB","3522","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jcc*","George Iloka","MIN","DB","3523","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061hm*","Ja'Marcus Ingram","BUF","DB","3525","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*040za*","Iosia Iosia","(N/A)","DL","3530","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03p5h*","David Irving","(N/A)","DL","3531","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cx7*","Isaiah Irving","ARI","LB","3532","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","0","0","13","0%","0","0","0","0"
"*026uh*","Nate Irving","(N/A)","LB","3533","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zym*","Kemal Ishmael","(N/A)","DB","3534","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061bx*","Daniel Isom","(N/A)","DB","3536","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ch6*","Joey Ivie","BUF","DL","3538","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*040km*","Prince Charles Iworah","(N/A)","DB","3540","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jch*","Asa Jackson","(N/A)","DB","3542","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03chs*","Bennett Jackson","(N/A)","DB","3543","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04p04*","Bijhon Jackson","(N/A)","DL","3544","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0412j*","Branden Jackson","SEA","DL","3546","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0610v*","D'Marco Jackson","NO","LB","3548","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*001mc*","D'Qwell Jackson","(N/A)","LB","3549","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04olb*","Darius Jackson","(N/A)","DL,LB","3551","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*002di*","Eddie Jackson","(N/A)","DB","3555","FA","42","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ovs*","Edwin Jackson","(N/A)","LB","3556","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0611p*","Jordan Jackson","NO","DL","3557","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*05jv4*","Lamar Jackson","CHI/DEN","DB","3559","FA","24","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","","0%","1","0","0","0"
"*045o9*","Malcolm Jackson","(N/A)","DB","3560","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ei*","Storey Jackson","CLE","LB","3561","FA","25","CLE 14<br/>@PIT 28 F","500,000","9th","0","0","9","0%","0","0","0","0"
"*0611d*","Theo Jackson","TEN/MIN","DB","3563","FA","24","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*01cyx*","Tyson Jackson","(N/A)","DL","3565","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02ame*","Ben Jacobs","(N/A)","LB","3568","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ojk*","Leon Jacobs","(N/A)","LB","3569","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jgk*","Michael Jacquet","LAC","DB","3572","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","8","0%","1","0","0","0"
"*04oi0*","Natrell Jamerson","(N/A)","DB","3573","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04om9*","Alec James","(N/A)","DL","3574","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cvg*","Chanceller James","(N/A)","DB","3575","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040j3*","Cory James","(N/A)","LB","3576","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ou4*","Craig James","NYJ","DB","3577","FA","26","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*04cyz*","Nick James","(N/A)","DL","3579","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026u6*","Jaiquawn Jarrett","(N/A)","DB","3583","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03om9*","Kyshoen Jarrett","(N/A)","DB","3584","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d0d*","Tyrique Jarrett","(N/A)","DL","3585","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oo3*","Richard Jarvis","(N/A)","LB","3586","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01d5t*","Ricky Jean Francois","(N/A)","DL","3587","FA","36","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ced*","Stanley Jean-Baptiste","(N/A)","DB","3588","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ckf*","Jackson Jeffcoat","(N/A)","LB","3590","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04dal*","A.J. Jefferson","(N/A)","DL","3591","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04mqg*","Malik Jefferson","DAL","LB","3592","FA","26","DAL 6<br/>@WAS 26 F","500,000","1st","0","0","9","0%","1","0","0","0"
"*04csa*","Rickey Jefferson","(N/A)","DB","3593","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0505x*","Jegs Jegede","(N/A)","DL","3595","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04yop*","Jalen Jelks","WAS","DL","3596","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04di9*","Alex Jenkins","(N/A)","DL","3597","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026ts*","Jarvis Jenkins","(N/A)","DL","3599","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zun*","Jelani Jenkins","(N/A)","LB","3600","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0059r*","Mike Jenkins","(N/A)","DB","3601","FA","38","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040pm*","Shaneil Jenkins","(N/A)","DL","3602","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jba*","Anfernee Jennings","NE","LB","3604","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*001zq*","Tim Jennings","(N/A)","DB","3607","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ce5*","Timmy Jernigan","(N/A)","DL","3608","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpz*","Lorenzo Jerome","(N/A)","DB","3609","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0614y*","Donovan Jeter","WAS","DL","3612","FA","24","DAL 6<br/>@WAS 26 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*040t2*","Randall Jette","(N/A)","DB","3613","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0504y*","Doyin Jibowu","(N/A)","DB","3615","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0507i*","Gary Johnson Jr.","(N/A)","LB","3619","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03csk*","Anthony Johnson","(N/A)","DL","3620","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040wy*","C.J. Johnson","(N/A)","LB","3626","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04os0*","C.J. Johnson","(N/A)","LB","3627","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jek*","Cam Johnson","(N/A)","DL","3629","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050g4*","Chris Johnson","(N/A)","DB","3632","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
