"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*050ej*","Montre Hartage","NYG","DB","3238","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040nb*","Trevon Hartfield","(N/A)","DB","3239","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0614l*","Drew Hartlaub","(N/A)","DB","3240","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0613h*","Kolby Harvell-Peel","HOU","DB","3243","FA","23","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0506t*","Jalen Harvey","(N/A)","DB","3244","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0504g*","Nate Harvey","(N/A)","DL,LB","3245","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050ae*","Willie Harvey","(N/A)","LB","3246","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04chh*","Josh Harvey-Clemons","(N/A)","LB","3247","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505j*","J.T. Hassell","(N/A)","DB","3250","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d6b*","Dominique Hatfield","(N/A)","DB","3253","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d06*","Rickey Hatley","(N/A)","DL","3254","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p01*","Albert Havili","(N/A)","DL","3256","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0617p*","Brad Hawkins","NE","DB","3257","FA","24","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*040sx*","Josh Hawkins","DET","DB","3259","FA","30","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","0","0","0","0"
"*0616c*","Tayler Hawkins","SF","DB","3260","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","0","9","0%","0","0","0","0"
"*013uj*","David Hawthorne","(N/A)","LB","3261","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zs0*","D.J. Hayden","(N/A)","DB","3263","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*005ef*","Nick Hayden","(N/A)","DL","3264","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rq6*","Daelin Hayes","BAL","DL,LB","3265","FA","24","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*04cn0*","Gump Hayes","(N/A)","DB","3266","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05023*","Jay Hayes","(N/A)","DL","3267","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*005c7*","William Hayes","(N/A)","DL","3268","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mqi*","James Hearns","(N/A)","DL,LB","3271","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040uw*","Joel Heath","DET","DL","3274","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oxa*","Bruce Hector","DET","DL","3275","FA","28","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","0","0","0","0"
"*05jhw*","Jeff Hector","(N/A)","DB","3276","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03okw*","Ben Heeney","(N/A)","LB","3277","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ruu*","Jack Heflin","GB/NYG","DL","3278","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","0","9","0%","0","0","0","0"
"*04crs*","Cody Heiman","(N/A)","LB","3280","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jla*","Amari Henderson","(N/A)","DB","3284","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*012bw*","Erin Henderson","(N/A)","LB","3286","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cyf*","Roderick Henderson","(N/A)","DL","3288","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ox2*","Trayvon Henderson","(N/A)","DB","3289","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04tey*","Zaycoven Henderson","(N/A)","DL","3290","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050ek*","Dewayne Hendrix","(N/A)","LB","3291","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040vp*","A.J. Hendy","(N/A)","DB","3292","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cr5*","Daniel Henry","(N/A)","DB","3295","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040n9*","Traveon Henry","(N/A)","DB","3298","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040hf*","Willie Henry","NYG","DL","3299","FA","29","NYG 16<br/>@PHI 22 F","500,000","1st","0","9","0%","0","0","0","0"
"*04is7*","Jimmy Herman","(N/A)","LB","3302","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040sl*","Darreon Herring","(N/A)","LB","3307","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oz9*","Frank Herron","CAR","DL","3309","FA","28","CAR 10<br/>@NO 7 F","500,000","1st","0","13","0%","0","0","0","0"
"*02aeb*","Mark Herzlich","(N/A)","LB","3311","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jt3*","Gavin Heslop","CAR","DB","3312","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","0","13","0%","0","0","0","0"
"*04chn*","Treyvon Hester","(N/A)","DL","3313","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040pl*","Calvin Heurtelou","(N/A)","DL","3315","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ucp*","Jarrod Hewitt","SEA","DL","3316","FA","25","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0"
"*061dk*","Clarence Hicks","(N/A)","LB","3319","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06127*","Faion Hicks","DEN","DB","3320","FA","25","LAC 28<br/>@DEN 31 F","500,000","1st","0","9","0%","0","0","0","0"
"*04arx*","Forrest Hightower","(N/A)","DB","3327","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04578*","Lee Hightower","(N/A)","DB","3329","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jua*","Will Hill III","(N/A)","DB","3333","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cpi*","Alvin Hill","(N/A)","DB","3334","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cdq*","Delano Hill","(N/A)","DB","3338","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04okf*","Holton Hill","CIN","DB","3339","FA","26","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*04d2q*","Jaylen Hill","(N/A)","DB","3340","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zu3*","Jordan Hill","(N/A)","DL","3342","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jgf*","Lavert Hill","CLE","DB","3346","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061h3*","Nijuel Hill","(N/A)","DB","3347","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01d23*","Sammie Hill","(N/A)","DL","3348","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040sa*","Darius Hillary","(N/A)","DB","3352","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rsk*","Justin Hilliard","NYG/KC","LB","3353","FA","26","KC 31<br/>@LV 13 F","500,000","9th","0","8","0%","0","0","0","0"
"*05rtd*","Anthony Hines","(N/A)","LB","3358","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p02*","DJuan Hines","(N/A)","LB","3359","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061d0*","Christopher Hinton","MIA/ATL/LAC","DL","1494","FA","22","LAC 28<br/>@DEN 31 F","500,000","1st","0","8","0%","0","0","0","0"
"*05rxt*","Darius Hodge","MIA","DL,LB","3363","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oqa*","Alijah Holder","(N/A)","DB","3373","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05041*","Alijah Holder","DEN","DB","3374","FA","27","LAC 28<br/>@DEN 31 F","500,000","1st","0","9","0%","0","0","0","0"
"*04mqm*","Jeff Holland","(N/A)","LB","3378","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*058lc*","Jordan Holland","(N/A)","DB","3379","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04q2m*","Nate Holley","(N/A)","DB","3380","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oo0*","Gerod Holliman","(N/A)","DB","3382","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d0m*","Deon Hollins","(N/A)","LB","3384","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04zwb*","Ka'dar Hollman","ATL/SF/MIA","DB","3386","FA","28","NYJ 6<br/>@MIA 11 F","500,000","1st","0","6","0%","0","0","0","0"
"*04p17*","Tyrin Holloway","(N/A)","DB","3387","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ds3*","Daquan Holmes","(N/A)","DB","3390","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mqc*","Jalyn Holmes","NYG/CHI","DL","1495","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","0","14","0%","0","0","0","0"
"*061jd*","Jayln Holmes","NYG","DL","3393","FA","0","NYG 16<br/>@PHI 22 F","500,000","1st","0","9","0%","0","0","0","0"
"*040iy*","Tyrone Holmes","(N/A)","LB","3394","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04chi*","Joshua Holsey","(N/A)","DB","3396","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d2m*","Tevin Homer","(N/A)","DB","3400","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061dj*","Delonte Hood","DEN","DB","3401","FA","22","LAC 28<br/>@DEN 31 F","500,000","9th","0","9","0%","0","0","0","0"
"*01czr*","Ziggy Hood","(N/A)","DL","3403","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ozz*","Lavon Hooks","(N/A)","DL","3404","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04csl*","Larry Hope","(N/A)","DB","3406","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ckh*","Justin Horton","(N/A)","LB","3411","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050el*","Tyler Horton","(N/A)","DB","3412","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04sxz*","Ro'Derrick Hoskins","(N/A)","LB","3413","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026wc*","Davon House","(N/A)","DB","3415","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jfq*","John Houston Jr.","(N/A)","LB","3417","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jua*","Jameson Houston","(N/A)","DB","3419","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01tmp*","Lamarr Houston","(N/A)","LB","3420","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04om8*","A.J. Howard","(N/A)","DB","3423","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rsr*","Eli Howard","(N/A)","DL","3426","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jb2*","Jaye Howard","(N/A)","DL","3427","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*044en*","Ra'Zahn Howard","(N/A)","DL","3428","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050gx*","Reggie Howard","(N/A)","DL","3429","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040r6*","Tracy Howard","(N/A)","DB","3431","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050e9*","Braxton Hoyett","(N/A)","DL","3434","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rrx*","Wyatt Hubert","CIN","DL","3436","FA","24","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*03cg4*","Marqueston Huff","(N/A)","DB","3441","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050g3*","Albert Huggins","NO","DL","3442","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","0","14","0%","0","0","0","0"
"*02ja5*","John Hughes III","(N/A)","DL","3443","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ol9*","Mike Hughes","(N/A)","DL","3445","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zvl*","Montori Hughes","(N/A)","DL","3446","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ory*","Naashon Hughes","(N/A)","LB","3447","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061ca*","Andrzej Hughes-Murray","(N/A)","LB","3448","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040vs*","Farrington Huguenin","(N/A)","LB","3449","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ozh*","Mike Hull","(N/A)","LB","3450","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01lqg*","Ramon Humber","(N/A)","LB","3451","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cs9*","Chris Humes","(N/A)","DB","3452","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ou2*","Myles Humphrey","(N/A)","LB","3453","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p0p*","Manase Hungalu","(N/A)","LB","3456","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zt3*","Margus Hunt","(N/A)","DL","3459","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040w7*","Michael Hunter","(N/A)","DB","3461","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ola*","Reggie Hunter","(N/A)","LB","3463","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0300t*","Demontre Hurst","(N/A)","DB","3467","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mox*","Maurice Hurst","SF","DL","3469","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","0","9","0%","1","0","0","0"
"*04osb*","Lord Hyeamang","(N/A)","DL","3471","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rix*","J.T. Ibe","(N/A)","DB","3473","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04103*","Drew Iddings","(N/A)","DL","3474","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03onc*","Martin Ifedi","(N/A)","DL","3476","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jfa*","Duke Ihenacho","(N/A)","DB","3477","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jcc*","George Iloka","MIN","DB","3478","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040za*","Iosia Iosia","(N/A)","DL","3483","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p5h*","David Irving","(N/A)","DL","3484","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cx7*","Isaiah Irving","ARI","LB","3485","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","0","13","0%","0","0","0","0"
"*026uh*","Nate Irving","(N/A)","LB","3486","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zym*","Kemal Ishmael","(N/A)","DB","3487","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061bx*","Daniel Isom","(N/A)","DB","3489","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ch6*","Joey Ivie","BUF","DL","3491","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","0","7","0%","0","0","0","0"
"*040km*","Prince Charles Iworah","(N/A)","DB","3493","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oh8*","Joel Iyiegbuniwe","CAR","LB","1519","FA","27","CAR 10<br/>@NO 7 F","500,000","1st","0","13","0%","0","0","0","0"
"*02jch*","Asa Jackson","(N/A)","DB","3495","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03chs*","Bennett Jackson","(N/A)","DB","3496","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p04*","Bijhon Jackson","(N/A)","DL","3497","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0412j*","Branden Jackson","SEA","DL","3499","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0610v*","D'Marco Jackson","NO","LB","3501","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","0","14","0%","0","0","0","0"
"*001mc*","D'Qwell Jackson","(N/A)","LB","3502","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04olb*","Darius Jackson","(N/A)","DL,LB","3504","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*002di*","Eddie Jackson","(N/A)","DB","3507","FA","42","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ovs*","Edwin Jackson","(N/A)","LB","3508","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04yob*","Joe Jackson","(N/A)","DL","3509","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0611p*","Jordan Jackson","NO","DL","3510","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","0","9","0%","0","0","0","0"
"*05jv4*","Lamar Jackson","CHI/DEN","DB","1303","FA","24","LAC 28<br/>@DEN 31 F","500,000","1st","0","","0%","5","0","0","0"
"*045o9*","Malcolm Jackson","(N/A)","DB","3512","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jbh*","Malik Jackson","(N/A)","DL","3513","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ooh*","Robert Jackson","(N/A)","DB","3514","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061ei*","Storey Jackson","CLE","LB","3515","FA","25","CLE 14<br/>@PIT 28 F","500,000","9th","0","9","0%","0","0","0","0"
"*05rqq*","Tarron Jackson","PHI","DL","3516","FA","24","NYG 16<br/>@PHI 22 F","500,000","1st","0","7","0%","4","0","0","0"
"*01cyx*","Tyson Jackson","(N/A)","DL","3520","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02ame*","Ben Jacobs","(N/A)","LB","3523","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ojk*","Leon Jacobs","(N/A)","LB","3524","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jgk*","Michael Jacquet","LAC","DB","3527","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","0","8","0%","0","0","0","0"
"*04oi0*","Natrell Jamerson","(N/A)","DB","3528","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04om9*","Alec James","(N/A)","DL","3529","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cvg*","Chanceller James","(N/A)","DB","3530","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040j3*","Cory James","(N/A)","LB","3531","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ou4*","Craig James","NYJ","DB","3532","FA","26","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*04cyz*","Nick James","(N/A)","DL","3535","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026u6*","Jaiquawn Jarrett","(N/A)","DB","3539","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03om9*","Kyshoen Jarrett","(N/A)","DB","3540","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d0d*","Tyrique Jarrett","(N/A)","DL","3541","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oo3*","Richard Jarvis","(N/A)","LB","3542","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01d5t*","Ricky Jean Francois","(N/A)","DL","3544","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ced*","Stanley Jean-Baptiste","(N/A)","DB","3545","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ckf*","Jackson Jeffcoat","(N/A)","LB","3547","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04dal*","A.J. Jefferson","(N/A)","DL","3548","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mqg*","Malik Jefferson","DAL","LB","3550","FA","26","DAL 6<br/>@WAS 26 F","500,000","1st","0","9","0%","0","0","0","0"
"*04csa*","Rickey Jefferson","(N/A)","DB","3551","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0505x*","Jegs Jegede","(N/A)","DL","3553","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04yop*","Jalen Jelks","WAS","DL","3554","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04di9*","Alex Jenkins","(N/A)","DL","3555","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026ts*","Jarvis Jenkins","(N/A)","DL","3557","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zun*","Jelani Jenkins","(N/A)","LB","3558","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040g0*","Jordan Jenkins","LV","DL,LB","3559","FA","28","KC 31<br/>@LV 13 F","500,000","1st","0","","0%","0","0","0","0"
"*0059r*","Mike Jenkins","(N/A)","DB","3561","FA","38","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040pm*","Shaneil Jenkins","(N/A)","DL","3562","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*001zq*","Tim Jennings","(N/A)","DB","3566","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03ce5*","Timmy Jernigan","(N/A)","DL","3567","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cpz*","Lorenzo Jerome","(N/A)","DB","3568","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040t2*","Randall Jette","(N/A)","DB","3571","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0504y*","Doyin Jibowu","(N/A)","DB","3573","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0507i*","Gary Johnson Jr.","(N/A)","LB","3576","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04uq8*","A.J. Johnson","DEN/SEA","LB","1520","FA","31","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0"
"*03csk*","Anthony Johnson","(N/A)","DL","3577","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rpc*","Buddy Johnson","SF/HOU","LB","3582","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","0","6","0%","0","0","0","0"
